,title,overall_review,pros,cons,since,date,rating
1581,Killer Drives,"
Overall Review:
            I'm not sure if Server 2012R2 will support trim in a Storage Spaces tiered storage pool.  I have two of these and two 10k SAS drives in a pool.  I'll have to monitor performance and possibly zero the SSD's in the future if performance degrades.
        ","
Pros:
                I have 5 of these drives.  2 in a Core i7-5820k desktop in raid 0 (getting over 1100mb/s read and writes, and 75k+ iops), 2 in a windows storage spaces tiered pool on a Dell R610 server, and one in a Core i5 mobile workstation.  All 5 of them have been rock solid and reliable.  They are fast and take anything you throw at them.
            ","
Cons:
                If I had to list any, they are a little pricy yet compared to magnetic storage, and they tend to slow down if you fill them up too much.  That's technically a con of any SSD though, so your YMMV.
            ",Ownership: 1 month to 1 year,9/12/2015 7:05:50 PM,5
1582,Samsung EVO 850 SSD,,"
Pros:
                FastFastSuper Fast
            ","
Cons:
                won't make me dinner.
            ",Ownership: 1 month to 1 year,9/11/2015 12:53:24 PM,5
1583,Nice SSD,"
Overall Review:
            So far, I am very pleased.  It appears to be a very fast drive, but the installation process was made unnecessarily difficult by the poor software and the lack of a data transfer cable.
        ","
Pros:
                Very fast!  250 Gb leaves plenty of room beyond Windows and all the drivers.
            ","
Cons:
                The included installation software was unusable.  Found a data migration program on the Samsung.com site, however, that worked well.This drive does NOT come with the data transfer cable, so you'll have to shell out another $15 for that.
            ",Ownership: 1 week to 1 month,9/11/2015 11:48:21 AM,3
1584,"No Frills, Inexpensive, Fast SSD","
Overall Review:
            This is an excellent SSD with an excellent warranty at a good price. Samsung has been a leader in SSDs for a while now and that's still the case here. This isn't the fastest SSD on the planet and may not be ideal if you're building a power rig but for basic use, it's fantastic. Just make sure you're installing it in a compatible case or that you buy a third-party bracket if needed.
        ","
Pros:
                -Inexpensive-Fast-Samsung SSD reliability-5 year warranty
            ","
Cons:
                -Not necessarily for demanding power users-No frills drive, comes with no bracket
            ",Ownership: 1 week to 1 month,9/10/2015 8:23:13 PM,4
1585,First SSD,"
Overall Review:
            I've only had it for a week so I can't give too honest of a review, but from what I have experienced its great. Hopefully it doesn't slow down.
        ","
Pros:
                I've been so stingy over the years about upgrading hard drives... I had HDDs before this that equaled to less than 200gb. I already own a 2TB external so I didnt want another internal HD if it wasn't going to improve my work. I'm a video editor and use apps likes Premiere, Davinci Resolve, After Effects and even a good amount of gaming with League of legends and CS:GO. I'm quite happy with how fast everything loads.
            ","
Cons:
                Not cheaper. I've been waiting for prices to go down and I guess they have... but still 100 bucks for 250gbs. Its a solid price but always going to wish it was cheaper.
            ",Ownership: 1 day to 1 week,9/10/2015 7:58:14 PM,5
1586,Epic,"
Overall Review:
            Worth my money, got two of these to replace my 500gb hard drives.
        ","
Pros:
                Plug and PlayVery fast
            ","
Cons:
                Doesn't come with mounting docks.
            ",Ownership: less than 1 day,9/9/2015 11:42:27 PM,5
1587,It's Alive!,,"
Pros:
                Jusy wanted to do a quick review. First day having it so haven't had a chance to really experience the ssd wow factor (first ssd for me) but it was not DOA. It worked and i had it installed and windows 7 installed pretty quickly. I went with a clean install because i can always go back and clone if i choose to. I now have this as my OS drive. 1 TB wd black2 TB Eddie green Gaming rig.I will come back when I've had a month with it or soIts the best on the market from what popular opinion has to say5 year warranty
            ","
Cons:
                Building is addictive!!
            ",Ownership: less than 1 day,9/9/2015 10:30:59 PM,5
1588,Great SSD!,"
Overall Review:
            I've purchased 3 of these over the last six months and have not been disappointed. On my first purchase I was replacing a dying OCZ REVOPCIE SSD (absolutely the fastest drive I've ever seen), so this SATA SSD is noticeably somewhat slower, but still better than a platter. And half the price of the REVO.The first one I purchased came with the Magician software requiring the SSD to be linked to the PC via a USB to SATA cable only or it would not see it! I could have spent the 8 bucks to get this cable but when would I ever use it again? Never. I have ESATA ports for that.But the REVO had too many bad sectors to even get Acronis to clone it, so I did a fresh OS install instead. The other two came with a newer version of Magician that allowed me to plug the SSD into an internal SATA port like normal and cloned from platter to it.Perfect!My advice: Newegg is a great site and customer service here is fantastic. The free shipping sucks. It's DHL ""business days - no weekends"" shipping and when it finally arrives SOMEWHERE, ANYWHERE in your state they pass it off to the USPS. That's right, the good old snail mail service delivers it just as quickly as they do everything else.Best thing to do is shop for it here on Newegg, read the reviews and compare products. Then go to (they censor the ""A"" word here but it's the mega online retailer named after the South American river) and buy it. This drive is there now for 15 bucks less and even their free UPS shipping is half the time of DHL.
        ","
Pros:
                As fast as you'd expect an SSD to be. If you're upgrading from a mechanical drive you WILL be impressed. Samsung Magician software is great at cloning from system drive to SSD.
            ","
Cons:
                None..... with the drive or software.
            ",Ownership: 1 week to 1 month,9/9/2015 6:55:53 PM,5
1589,Does what it was supposed to...,,"
Pros:
                Installed easy, this drive replaced a Hard Drive that was giving weird errors every so often. Works so fast now.
            ","
Cons:
                I wish these would come down in price!! I would replace all my computers hard drives!!
            ",Ownership: 1 week to 1 month,9/9/2015 12:57:41 PM,5
1590,"nice drive, clone software inadequate","
Overall Review:
            This stuff is addictive.
        ","
Pros:
                Fast, fast, fast.  It's a Samsung.
            ","
Cons:
                My factory disk was a dual boot Windows 7/Linux setup.  The Samsung clone software would not acknowledge my Linux partition at all.  I booted the laptop with a free, open-source clone software package called ""clonezilla"".  It cloned all partitions and boot menus with no problems.http://clonezilla.org/
            ",Ownership: less than 1 day,9/9/2015 9:24:10 AM,5
